,yoji,yj_pos,yj_reading,j1,j1_Index,j1_Strokes,j1_Meanings,j1_Readings,j1_krad,j1_Kanji,j1_Grade,j1_Kanji Classification,j1_JLPT-test,j1_Kanji Frequency with Proper Nouns,j1_Kanji Frequency without Proper Nouns,j1_Symmetry,j2,j2_Index,j2_Strokes,j2_Meanings,j2_Readings,j2_krad,j2_Kanji,j2_Grade,j2_Kanji Classification,j2_JLPT-test,j2_Kanji Frequency with Proper Nouns,j2_Kanji Frequency without Proper Nouns,j2_Symmetry,j3,j3_Index,j3_Strokes,j3_Meanings,j3_Readings,j3_krad,j3_Kanji,j3_Grade,j3_Kanji Classification,j3_JLPT-test,j3_Kanji Frequency with Proper Nouns,j3_Kanji Frequency without Proper Nouns,j3_Symmetry,j4,j4_Index,j4_Strokes,j4_Meanings,j4_Readings,j4_krad,j4_Kanji,j4_Grade,j4_Kanji Classification,j4_JLPT-test,j4_Kanji Frequency with Proper Nouns,j4_Kanji Frequency without Proper Nouns,j4_Symmetry,bg1,bg1_Meanings,bg1_Readings,bg2,bg2_Meanings,bg2_Readings
24,縷縷綿綿,"['adj-t,adv-to']",るるめんめん,縷,1872,17,[],[],"['｜', '一', '口', '糸', '幺', '小', '女']",,,,,,,,縷,1872,17,[],[],"['｜', '一', '口', '糸', '幺', '小', '女']",,,,,,,,綿,1851,14,"[' cotton,', ' cotton plant (Gossypium spp.) batting/wadding/padding]']","['めん', 'わた']","['巾', '糸', '幺', '小', '白']",['綿'],[5],['会意 Com. Ideographic'],[2],[10568],[8624],['S'],綿,1851,14,"[' cotton,', ' cotton plant (Gossypium spp.) batting/wadding/padding]']","['めん', 'わた']","['巾', '糸', '幺', '小', '白']",['綿'],[5],['会意 Com. Ideographic'],[2],[10568],[8624],['S'],縷縷,[' continuously/unbroken/at great length/in minute detail]'],['るる'],縷縷,[' continuously/unbroken/at great length/in minute detail]'],['るる']
25,唯唯諾諾,"['adj-t,adv-to']",いいだくだく,唯,392,11,[' ordinary/common/usual free of charge unaffected/as is/safe only/merely/just/simply but/however/nevertheless]'],['ただ'],"['口', '隹']",['唯'],[7],['会意 Com. Ideographic'],[1],[11191],[10373],['R'],唯,392,11,[' ordinary/common/usual free of charge unaffected/as is/safe only/merely/just/simply but/however/nevertheless]'],['ただ'],"['口', '隹']",['唯'],[7],['会意 Com. Ideographic'],[1],[11191],[10373],['R'],諾,2239,15,"[' agreement/assent Norway,', ' truly/indeed,', ' yes/all right/OK/okay]']","['だく', 'むべ', 'お']","['ノ', '一', '言', '口', '⺾']",['諾'],[7],['形声 Phonetic'],[1],[4088],[4088],['S'],諾,2239,15,"[' agreement/assent Norway,', ' truly/indeed,', ' yes/all right/OK/okay]']","['だく', 'むべ', 'お']","['ノ', '一', '言', '口', '⺾']",['諾'],[7],['形声 Phonetic'],[1],[4088],[4088],['S'],唯唯,"[' absolutely/only,', ' obedient/submissive/tame/slavish]']","['ただただ', 'いい']",唯唯,"[' absolutely/only,', ' obedient/submissive/tame/slavish]']","['ただただ', 'いい']"
26,泰然自若,"['adj-t,adv-to']",たいぜんじじゃく,泰,1328,10,"['[タイ', ' Thailand]']",[],"['｜', '一', '水', '二', '人']",['泰'],[7],['会意 Com. Ideographic'],[1],[19099],[871],['S'],然,1466,12,"[' -like,', ' so/like that/in that way,', ' like that/as such yeah/uh-huh]']","['ぜん', 'さ', 'しか']","['犬', '夕', '灬']",['然'],[4],['会意 Com. Ideographic'],[3],[95276],[95022],['P'],自,1981,6,[' self- from ... this ... (in contrast to some other ...)/aforementioned]'],['じ'],['自'],['自'],[2],['象形 Pictographic'],[4],[810019],[621663],['R'],若,2014,8,"[' youth child (esp. of the young son of someone of high social standing) young/new,', ' like/similar to/same as]']","['わか', 'ごと']","['ノ', '一', '口', '⺾']",['若'],[6],['象形 Pictographic'],[3],[92809],[79629],['R'],泰然,[' calm/composed/self-possessed/firm]'],['たいぜん'],泰然,[' calm/composed/self-possessed/firm]'],['たいぜん']
27,三三五五,['adv'],さんさんごご,三,7,3,"[' three tri-, サン', ' three]']",['さん'],"['一', '二']",['三'],[1],['指事 Ideographic'],[5],[304749],[151259],['R'],三,7,3,"[' three tri-, サン', ' three]']",['さん'],"['一', '二']",['三'],[1],['指事 Ideographic'],[5],[304749],[151259],['R'],五,41,4,"[' five, ウー', ' five]']",['ご'],"['一', '二', '五']",['五'],[1],['仮借 Loan'],[5],[166108],[149703],['R'],五,41,4,"[' five, ウー', ' five]']",['ご'],"['一', '二', '五']",['五'],[1],['仮借 Loan'],[5],[166108],[149703],['R'],三三,[],[],三三,[],[]
28,悪因悪果,"['exp,n']",あくいんあっか,悪,843,11,"[' evil/wickedness (role of) the villain (in theatre, etc.)/the bad guy,', ' wicked person/evil person/scoundrel/bad guy/bad child/naughty child bad thing/mischief]']","['あく', 'わる']","['｜', '一', '口', '心']",['悪'],[3],['形声 Phonetic'],[4],[91570],[91516],['R'],因,439,6,"["" cause/factor hetu (direct cause, esp. as opposed to indirect conditions) the basis of one's argument (in hetuvidya),"", ' reason/significance/cause piece of information that one has heard/I hear that .../it is said that ...,', ' something to rely on/aid/clue/way/means someone to rely on/relative reminder/memento]']","['いん', 'よし', 'よすが']","['大', '囗']",['因'],[5],['会意 Com. Ideographic'],[3],[72152],[71737],['P'],悪,843,11,"[' evil/wickedness (role of) the villain (in theatre, etc.)/the bad guy,', ' wicked person/evil person/scoundrel/bad guy/bad child/naughty child bad thing/mischief]']","['あく', 'わる']","['｜', '一', '口', '心']",['悪'],[3],['形声 Phonetic'],[4],[91570],[91516],['R'],果,1170,8,"["" phala (attained state, result) enlightenment (as the fruits of one's Buddhist practice) fruit counter for pieces of fruit,"", ' end/limit/extremity,', ' progress]']","['か', 'はたて', 'たて', 'はか']","['｜', '田', '木']",['果'],[4],['象形 Pictographic'],[3],[183069],[182852],['S'],悪因,[' root of evil/bad cause]'],['あくいん'],悪因,[' root of evil/bad cause]'],['あくいん']
29,一刻千金,"['exp,n']",いっこくせんきん,一,2,1,"[' one best first/foremost beginning/start a (single)/one (of many) ace (playing card) bottom string (on a shamisen, etc.),', ' one for one thing only (not) even just (e.g. ""just try it"") some kind of/one type of, イー', ' one,', ' most/best,', ' one one,', ' one same (mind, path, etc.)]']","['いち', 'ひとつ', 'つ', 'いっち', 'ひと', 'いつ']",['一'],['一'],[1],['指事 Ideographic'],[5],[1037182],[848362],['R'],刻,237,8,"[' scratch,', ' period of time (usu. a period of approx. two hours corresponding to one of the signs of the Chinese zodiac) carving/engraving/cutting/mincing victory strictness/cruelty,', ' time/hour/moment occasion/case chance/opportunity/season the times/the age/the day tense]']","['きざ', 'こく', 'とき']","['刂', '亠']",['刻'],[6],['形声 Phonetic'],[3],[34101],[34075],['P'],千,289,3,"[' 1,000/thousand]']",['せん'],"['ノ', '十']",['千'],[1],['形声 Phonetic'],[5],[132016],[36665],['R'],金,2461,8,"[' money metal,', ' gold (Au)/golden (color)/gold (medal, cup) valuable/of highest value money/gold coin Friday metal (fourth of the five elements) Jin dynasty (China, 1115-1234)/Chin dynasty/Jurchen dynasty gold general testicles karat/carat,', ' gold gold coin gold colour (color)]']","['かね', 'きん', 'こがね']",['金'],['金'],[1],['象形 Pictographic'],[5],[589350],[516324],['S'],一刻,[' a minute/moment/an instant stubborn/hot-headed]'],['いっこく'],一刻,[' a minute/moment/an instant stubborn/hot-headed]'],['いっこく']
30,全知全能,['n'],ぜんちぜんのう,全,183,6,[' all/whole/entire/complete/total/pan- complete (set)/in total]'],['ぜん'],"['王', 'ハ', '𠆢']",['全'],[3],['象形 Pictographic'],[3],[462041],[444404],['R'],知,1662,8,[' wisdom jnana (higher knowledge)]'],['ち'],"['口', '矢']",['知'],[2],['会意 Com. Ideographic'],[4],[267746],[217178],['S'],全,183,6,[' all/whole/entire/complete/total/pan- complete (set)/in total]'],['ぜん'],"['王', 'ハ', '𠆢']",['全'],[3],['象形 Pictographic'],[3],[462041],[444404],['R'],能,1951,10,[' talent/gift/function noh (theatre)]'],['のう'],"['月', '匕', '厶']",['能'],[5],['象形 Pictographic'],[3],[212465],[205862],['P'],全知,[' omniscience]'],['ぜんち'],全知,[' omniscience]'],['ぜんち']
31,無為無能,"['n,adj-na']",むいむのう,無,1464,12,"[' nothing/naught/nought/nil/zero un-/non-,', ' un-/non- bad .../poor ...]']","['む', 'ぶ']","['｜', 'ノ', '一', '灬', '無']",['無'],[4],['仮借 Loan'],[2],[225588],[224748],['R'],為,1457,9,"[' good/advantage/benefit/welfare sake/purpose/objective/aim consequence/result/effect affecting/regarding/concerning,', ' to do]']","['ため', 'す']","['ノ', '灬']",['為'],[7],['会意 Com. Ideographic'],[1],[164942],[164816],['P'],無,1464,12,"[' nothing/naught/nought/nil/zero un-/non-,', ' un-/non- bad .../poor ...]']","['む', 'ぶ']","['｜', 'ノ', '一', '灬', '無']",['無'],[4],['仮借 Loan'],[2],[225588],[224748],['R'],能,1951,10,[' talent/gift/function noh (theatre)]'],['のう'],"['月', '匕', '厶']",['能'],[5],['象形 Pictographic'],[3],[212465],[205862],['P'],無為,[' idleness/inactivity]'],['むい'],無為,[' idleness/inactivity]'],['むい']
32,良知良能,['n'],りょうちりょうのう,良,1998,7,"[' good (quality, condition, etc.) Good (grade)/B]']",['りょう'],['艮'],['良'],[4],['象形 Pictographic'],[3],[117671],[69894],['S'],知,1662,8,[' wisdom jnana (higher knowledge)]'],['ち'],"['口', '矢']",['知'],[2],['会意 Com. Ideographic'],[4],[267746],[217178],['S'],良,1998,7,"[' good (quality, condition, etc.) Good (grade)/B]']",['りょう'],['艮'],['良'],[4],['象形 Pictographic'],[3],[117671],[69894],['S'],能,1951,10,[' talent/gift/function noh (theatre)]'],['のう'],"['月', '匕', '厶']",['能'],[5],['象形 Pictographic'],[3],[212465],[205862],['P'],良知,[' intuition]'],['りょうち'],良知,[' intuition]'],['りょうち']
33,一子相伝,['n'],いっしそうでん,一,2,1,"[' one best first/foremost beginning/start a (single)/one (of many) ace (playing card) bottom string (on a shamisen, etc.),', ' one for one thing only (not) even just (e.g. ""just try it"") some kind of/one type of, イー', ' one,', ' most/best,', ' one one,', ' one same (mind, path, etc.)]']","['いち', 'ひとつ', 'つ', 'いっち', 'ひと', 'いつ']",['一'],['一'],[1],['指事 Ideographic'],[5],[1037182],[848362],['R'],子,567,3,"[' child young (animal) young woman/young geisha offshoot interest new shares player who is not a dealer (in cards, mahjong, etc.) bird egg -er (often of young women),', ' the Rat (first sign of the Chinese zodiac) hour of the Rat (around midnight, 11pm to 1am, or 12 midnight to 2am) north eleventh month of the lunar calendar,', ' fruit/nut seed (in broth) pieces of meat, vegetable, etc. content/substance,', ' child (esp. a boy) viscount founder of a school of thought (esp. Confucius)/master masters and philosophers (categorization of Chinese classical literature) you -er (i.e. man who spends all his time doing...),', ' honorific (or familiar) suffix used after a name,', ' child interest]']","['こ', 'ね', 'み', 'し', 'す', 'こう']",['子'],['子'],[1],['象形 Pictographic'],[5],[787533],[505793],['P'],相,1634,9,"["" one's nature/one's destiny custom/tradition/habit/convention,"", ' together/mutually/fellow,', "" appearance/look/countenance a 'seeming' that fortune-tellers relate to one's fortune aspect phase (e.g. solid, liquid and gaseous),"", ' alternately/in succession,', ' minister of state]']","['さが', 'あい', 'そう', 'こもごも', 'しょう']","['木', '目']",['相'],[3],['会意 Com. Ideographic'],[3],[568804],[555691],['S'],伝,77,6,"[' means of making contact/intermediary/go-between connections/influence/pull/good offices,', ' legend/tradition biography/life method/way horseback transportation and communication relay system used in ancient Japan]']","['つて', 'でん']","['⺅', '二', '厶']",['伝'],[4],['会意 Com. Ideographic'],[3],[118726],[117732],['S'],一子,[' one child only child one of several children (esp. the son and heir) one stone (in the game of go)]'],['いっし'],一子,[' one child only child one of several children (esp. the son and heir) one stone (in the game of go)]'],['いっし']
34,絶体絶命,['n'],ぜったいぜつめい,絶,1839,12,[' starting field which contains the November and/or December 20-point card]'],['ぜつ'],"['糸', '幺', '小', '色']",['絶'],[5],['形声 Phonetic'],[3],[45507],[45507],['S'],体,91,7,"[' body torso/trunk build/physique/frame/figure health/constitution corpse/dead body,', ' body/physique/posture shape/form/style substance/identity/reality field counter for humanoid forms (e.g. dolls, statues, corpses, etc.) typeface/type,', ' appearance/air/condition/state/form]']","['からだ', 'たい', 'てい']","['木', '一', '⺅']",['体'],[2],['形声 Phonetic'],[4],[440216],[430860],['P'],絶,1839,12,[' starting field which contains the November and/or December 20-point card]'],['ぜつ'],"['糸', '幺', '小', '色']",['絶'],[5],['形声 Phonetic'],[3],[45507],[45507],['S'],命,369,8,"[' life/life force lifetime/lifespan most important thing/foundation/core paired tattoos of the ""life"" kanji on the upper arms of a man and woman (indicating unwavering love) fate/destiny/karma,', ' order/command/decree life destiny/fate,', ' Lord/Highness you,', ' the spoken words of the emperor or a noble]']","['いのち', 'めい', 'みこと', 'みこと']","['口', '𠆢', '卩', '一']",['命'],[3],['会意 Com. Ideographic'],[3],[118516],[106488],['P'],絶体,[' desperate situation with no escape/being driven into a corner/being cornered/last extremity]'],['ぜったい'],絶体,[' desperate situation with no escape/being driven into a corner/being cornered/last extremity]'],['ぜったい']
35,生殺与奪,['n'],せいさつよだつ,生,1568,5,"[' pure/undiluted/raw/crude,', ' raw/uncooked/fresh natural/as it is/unedited/unprocessed unprotected (sex) live (i.e. not recorded) inexperienced/unpolished/green/crude impudence/sauciness unpasteurized beer/draft beer/draught beer blank (e.g. disk)/unused just a little/somehow/vaguely/partially/somewhat/half-/semi- 10. insufficient/incomplete/half-baked/half-hearted/perfunctory 11. cash 12. tipsiness,', ' innocent/naive/unsophisticated/inexperienced/green/wet behind the ears birth-,', ' life/living I/me/myself student,', ' vital/virile/lively,', ' area of thick growth (of trees, grass, etc.),', ' boiled and half-dried bonito]']","['き', 'なま', 'うぶ', 'せい', 'いく', 'ふ', 'なまり', 'り']",['生'],['生'],[1],['象形 Pictographic'],[5],[784409],[709119],['S'],殺,1274,10,[],[],"['木', '殳', 'ノ', '丶', '几', '又']",['殺'],[4],['会意 Com. Ideographic'],[3],[114950],[114950],['P'],与,11,3,[' together with ...]'],['むた'],"['勹', '一', '卜']",['与'],[7],['会意 Com. Ideographic'],[3],[149687],[143595],['S'],奪,530,14,[],[],"['寸', '大', '隹']",['奪'],[7],['会意 Com. Ideographic'],[1],[38243],[38243],['S'],生殺,[' sparing life and taking life/letting live and killing]'],['せいさつ'],生殺,[' sparing life and taking life/letting live and killing]'],['せいさつ']
36,一殺多生,['n'],いっせつたしょう,一,2,1,"[' one best first/foremost beginning/start a (single)/one (of many) ace (playing card) bottom string (on a shamisen, etc.),', ' one for one thing only (not) even just (e.g. ""just try it"") some kind of/one type of, イー', ' one,', ' most/best,', ' one one,', ' one same (mind, path, etc.)]']","['いち', 'ひとつ', 'つ', 'いっち', 'ひと', 'いつ']",['一'],['一'],[1],['指事 Ideographic'],[5],[1037182],[848362],['R'],殺,1274,10,[],[],"['木', '殳', 'ノ', '丶', '几', '又']",['殺'],[4],['会意 Com. Ideographic'],[3],[114950],[114950],['P'],多,510,6,[' multi-]'],['た'],['夕'],['多'],[2],['会意 Com. Ideographic'],[4],[278725],[258481],['R'],生,1568,5,"[' pure/undiluted/raw/crude,', ' raw/uncooked/fresh natural/as it is/unedited/unprocessed unprotected (sex) live (i.e. not recorded) inexperienced/unpolished/green/crude impudence/sauciness unpasteurized beer/draft beer/draught beer blank (e.g. disk)/unused just a little/somehow/vaguely/partially/somewhat/half-/semi- 10. insufficient/incomplete/half-baked/half-hearted/perfunctory 11. cash 12. tipsiness,', ' innocent/naive/unsophisticated/inexperienced/green/wet behind the ears birth-,', ' life/living I/me/myself student,', ' vital/virile/lively,', ' area of thick growth (of trees, grass, etc.),', ' boiled and half-dried bonito]']","['き', 'なま', 'うぶ', 'せい', 'いく', 'ふ', 'なまり', 'り']",['生'],['生'],[1],['象形 Pictographic'],[5],[784409],[709119],['S'],一殺,[],[],一殺,[],[]
37,得手勝手,"['n,adj-na']",えてかって,得,779,11,"[' profit/advantage/benefit/gain rebirth in paradise, entering nirvana,', ' to get/to acquire/to obtain/to procure/to earn/to win/to gain/to secure/to attain to be possible]']","['とく', 'う']","['寸', '日', '彳', '一']",['得'],[4],['会意 Com. Ideographic'],[3],[222334],[222136],['S'],手,919,4,"["" hand/arm forepaw/foreleg handle hand/worker/help trouble/care/effort means/way/trick/move/technique/workmanship hand/handwriting kind/type/sort one's hands/one's possession 10. ability to cope 11. hand (of cards) 12. direction 13. move (in go, shogi, etc.)]""]",['て'],['手'],['手'],[1],['象形 Pictographic'],[4],[761851],[736309],['S'],勝,270,12,[' win/victory beautiful scenery/scenic spot counter for wins]'],['しょう'],"['月', '人', '大', '二', '并', '力']",['勝'],[3],['形声 Phonetic'],[3],[562597],[537244],['S'],手,919,4,"["" hand/arm forepaw/foreleg handle hand/worker/help trouble/care/effort means/way/trick/move/technique/workmanship hand/handwriting kind/type/sort one's hands/one's possession 10. ability to cope 11. hand (of cards) 12. direction 13. move (in go, shogi, etc.)]""]",['て'],['手'],['手'],[1],['象形 Pictographic'],[4],[761851],[736309],['S'],得手,[' forte/strong point]'],['えて'],得手,[' forte/strong point]'],['えて']
38,三面六臂,['n'],さんめんろっぴ,三,7,3,"[' three tri-, サン', ' three]']",['さん'],"['一', '二']",['三'],[1],['指事 Ideographic'],[5],[304749],[151259],['R'],面,2585,9,"[' face surface mask (esp. a noh or kyogen mask),', ' face/mug surface cheek meat cheek/cheeks surrounding area,', ' face mask/face guard (in kendo) striking the head surface (esp. a geometrical surface) page aspect/facet/side chamfer counter for broad, flat objects, levels or stages, e.g. in a video game,', ' looking like a .../acting as if a ...]']","['おもて', 'つら', 'めん', 'づら']",['面'],['面'],[3],['象形 Pictographic'],[3],[232121],[231082],['P'],六,187,4,"[' six, リュー', ' six]']",['ろく'],"['ハ', '亠']",['六'],[1],['仮借 Loan'],[5],[57761],[49930],['R'],臂,1975,17,[' elbow]'],['ひじ'],"['月', '口', '十', '辛', '立', '尸']",,,,,,,,三面,[' three sides/three faces/page three (of a newspaper)]'],['さんめん'],三面,[' three sides/three faces/page three (of a newspaper)]'],['さんめん']
